Series Name,Series Code,Country Name,Country Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Net migration,SM.POP.NETM,Canada,CAN,..,..,1326431,..,..,..,..,1241416,..,..,..,..,1210159,..,..,..
Net migration,SM.POP.NETM,United States,USA,..,..,5428756,..,..,..,..,4961716,..,..,..,..,4774029,..,..,..
Net migration,SM.POP.NETM,Mexico,MEX,..,..,-562404,..,..,..,..,-422477,..,..,..,..,-300000,..,..,..
Net migration,SM.POP.NETM,Thailand,THA,..,..,59008,..,..,..,..,167314,..,..,..,..,97222,..,..,..
Net migration,SM.POP.NETM,South Africa,ZAF,..,..,862221,..,..,..,..,919697,..,..,..,..,727026,..,..,..
Net migration,SM.POP.NETM,Brazil,BRA,..,..,0,..,..,..,..,15924,..,..,..,..,106000,..,..,..
Net migration,SM.POP.NETM,Niger,NER,..,..,-20001,..,..,..,..,18911,..,..,..,..,20001,..,..,..
Net migration,SM.POP.NETM,"Congo, Dem. Rep.",COD,..,..,-43426,..,..,..,..,15060,..,..,..,..,119303,..,..,..
Net migration,SM.POP.NETM,Syrian Arab Republic,SYR,..,..,370000,..,..,..,..,-5386986,..,..,..,..,-2136954,..,..,..
Population growth (annual %),SP.POP.GROW,Canada,CAN,0.944466927450734,1.01033450270045,0.971135141368055,1.08290711607014,1.14175809912162,1.11186407517168,0.978697786570341,1.08581726304756,1.05659125917789,1.00533757867378,0.746339477969813,1.13234865466606,1.19968215419992,1.412548033188,1.41501469953534,1.08959148655862
Population growth (annual %),SP.POP.GROW,United States,USA,0.921713167161207,0.964253917136075,0.951055242772428,0.945865287282592,0.876651298802912,0.829616674709795,0.726786704810745,0.733599941250847,0.692860276624581,0.733361519937424,0.73621730882542,0.724676067451429,0.63264399508256,0.526435395564053,0.455381285963537,0.350911063312921
Population growth (annual %),SP.POP.GROW,Mexico,MEX,1.4158169793862,1.4562132376675,1.48606353186843,1.49536909755127,1.47675580253545,1.43814066910139,1.39478996981758,1.35529442643505,1.31555760676608,1.27768636604222,1.24116450246976,1.20325950587092,1.16396694963579,1.12641479134149,1.09136688717461,1.05824003448927
Population growth (annual %),SP.POP.GROW,Thailand,THA,0.645476031073619,0.604063162436286,0.559909199584795,0.525821416507964,0.503538550690529,0.489622687570703,0.480052607326658,0.469272819846721,0.453815887976248,0.430842608467137,0.402136059408841,0.373014846949147,0.345205219913361,0.315406676202042,0.283525943067606,0.250165166562935
Population growth (annual %),SP.POP.GROW,South Africa,ZAF,1.23774061841899,1.26362297174921,1.29149827532559,1.3341170229958,1.39153543190923,1.45528193348191,1.52451405625199,1.58135367305518,1.60436736931238,1.58378739591921,1.53224277341692,1.47193342939738,1.41694725378631,1.36370321600461,1.31629200967216,1.27335626330668
Population growth (annual %),SP.POP.GROW,Brazil,BRA,1.14588477164177,1.09019257285986,1.03786468320243,0.994310571973971,0.961946715342144,0.937959306704135,0.915965178459778,0.893525506727112,0.873605695817564,0.855795964130977,0.838838953278811,0.823752152538353,0.807145245445964,0.783844259734468,0.751550842096973,0.712872791114979
Population growth (annual %),SP.POP.GROW,Niger,NER,3.72792901512031,3.74205798512953,3.75657611870699,3.77852947759372,3.80966608809001,3.84416665603582,3.87641358325453,3.89874303777256,3.90731712034815,3.89984696834574,3.88145154449419,3.85984309179029,3.83900131197354,3.81673672075794,3.79420663603704,3.77135127458367
Population growth (annual %),SP.POP.GROW,"Congo, Dem. Rep.",COD,3.18422669222237,3.21882780461048,3.26137353781917,3.29396699643076,3.31689345689856,3.33113330807202,3.33767597445113,3.33757066956072,3.33135585036626,3.31967815794583,3.3028191819646,3.28293417455056,3.25850577170009,3.22669886135312,3.18708626507603,3.14265160815163
Population growth (annual %),SP.POP.GROW,Syrian Arab Republic,SYR,2.94779931535795,3.73143709504919,4.20736060236829,3.87683250172363,2.58833252690427,0.736079607629261,-1.32281945891584,-3.09727333893233,-4.30077509294503,-4.53341481500366,-3.88682264150975,-2.99965715561449,-2.14061860863601,-0.884869262656999,0.735380569237513,2.49081534407701
Rural population growth (annual %),SP.RUR.TOTL.ZG,Canada,CAN,0.557844254173616,0.551491248878675,0.041978148709955,0.150191983656897,0.210657043137183,0.177253215195272,0.141129967876975,0.868694356405575,0.838999350897815,0.792587517646634,0.527807559356073,0.913336125759693,0.931952478221833,1.08492803121353,1.0323383832027,0.656644458992974
Rural population growth (annual %),SP.RUR.TOTL.ZG,United States,USA,0.073389814873653,0.108670280303657,0.093157090160955,0.085657261633223,0.014133214580488,-0.030001842748686,-0.17176717755585,-0.188989154899031,-0.265051290084759,-0.255415159548918,-0.284256234098651,-0.322855438046257,-0.453841679756109,-0.58325455730801,-0.695262032744607,-0.824661438105005
Rural population growth (annual %),SP.RUR.TOTL.ZG,Mexico,MEX,0.11167801180592,0.147672580663442,0.17750313761612,0.17824244769517,0.159842847415204,0.117173388078255,0.051575849079785,0.003052323759384,-0.055220790061225,-0.112142908580838,-0.158599751358101,-0.216377556093139,-0.266178940038251,-0.319440697492789,-0.370590771968483,-0.42021464078884
Rural population growth (annual %),SP.RUR.TOTL.ZG,Thailand,THA,-1.31946536566635,-1.43287309071174,-1.54435630334258,-1.64920153667651,-1.73550757528209,-1.82207949473314,-1.03102235120902,-0.890697712274414,-0.926765025411669,-0.972831452759917,-1.02343811237841,-1.07899310185976,-1.12425934230437,-1.1699787160322,-1.21209144846065,-1.25786269793264
Rural population growth (annual %),SP.RUR.TOTL.ZG,South Africa,ZAF,-0.095271083132921,-0.082384847315137,-0.067797001639187,-0.041336348088767,0.009949170297052,0.059632901717778,0.11716683233515,0.159364169844966,0.175671898106549,0.139989959687362,0.075827641035468,0.002643635180249,-0.062536845900281,-0.126111714302677,-0.183981430866601,-0.240580143097643
Rural population growth (annual %),SP.RUR.TOTL.ZG,Brazil,BRA,-0.661062614587972,-0.726273591543747,-0.788043127920014,-0.840938535382042,-0.870003155034242,-0.902643274670361,-0.991676491378618,-1.02468416362962,-1.04154438797288,-1.07607207068139,-1.09594309887831,-1.10620718629365,-1.12426724243651,-1.13347859268477,-1.16529399661524,-1.19501239772363
Rural population growth (annual %),SP.RUR.TOTL.ZG,Niger,NER,3.73389710806622,3.74683029795261,3.7613580339656,3.78449178581331,3.81444350896435,3.84894479087042,3.88237861707235,3.90351828390637,3.91208800962548,3.88672014883935,3.84802587765253,3.80848578070822,3.76730357435162,3.72703474025267,3.68406763039615,3.64069960288767
Rural population growth (annual %),SP.RUR.TOTL.ZG,"Congo, Dem. Rep.",COD,2.41780630926004,2.43197827961064,2.45365936893073,2.46820376691695,2.46937981838148,2.46470893886909,2.44854543613076,2.42858021348055,2.4020371603301,2.36780628761991,2.32957473129496,2.28777783868693,2.24265789663939,2.18782071062385,2.12638642557958,2.05954102310559
Rural population growth (annual %),SP.RUR.TOTL.ZG,Syrian Arab Republic,SYR,2.16115868424522,2.94075372610429,3.40816386968709,3.07342718913552,1.78287886374699,-0.07816685896766,0.948490263788994,-0.865646080667059,-2.11575268007661,-2.38893738930179,-5.27371279259366,-4.40393546830511,-3.56060156736864,-2.31874912357895,-0.712731222944465,1.03266576599663
Urban population growth (annual %),SP.URB.GROW,Canada,CAN,1.04061858829188,1.12384675481251,1.19901884209158,1.30902990520455,1.36489394771959,1.33326871439499,1.17495264216968,1.13636233305053,1.1071099946107,1.05460141956621,0.796807975480466,1.18279215486163,1.26116200732881,1.48750598693977,1.50218820550071,1.18772430444538
Urban population growth (annual %),SP.URB.GROW,United States,USA,1.13588459113456,1.17796815968651,1.16306776101756,1.15618567133535,1.08529029428822,1.03534480069191,0.93950541093758,0.94956550837067,0.914510413562637,0.95943078191871,0.966674782180289,0.958268060593122,0.871785260117191,0.767437430461766,0.701867775195684,0.599210762260319
Urban population growth (annual %),SP.URB.GROW,Mexico,MEX,1.82420878524429,1.8590281344028,1.88206292256786,1.88721556631294,1.86191341992348,1.81796631467998,1.7744572453399,1.73097530755872,1.68983234295214,1.65056526440047,1.61013604556509,1.5708748882209,1.52773148162835,1.48761300066204,1.45002297233125,1.4143747761486
Urban population growth (annual %),SP.URB.GROW,Thailand,THA,4.02171277434503,3.92175699477365,3.8086082474163,3.70866885158336,3.60935451216024,3.52924359815393,2.38177508348844,2.12667717502957,2.08636411484452,2.04142288941411,1.98928888012459,1.94156013754868,1.88546106272637,1.82629129954117,1.76009094466907,1.69551994112433
Urban population growth (annual %),SP.URB.GROW,South Africa,ZAF,2.1539801080897,2.16821224137716,2.18467924143766,2.21775604755682,2.2593302979005,2.31239696005493,2.36956213449542,2.41615873332643,2.42442571960463,2.39406473406266,2.33137782779205,2.26014461613465,2.19291873963855,2.12767299835243,2.06848480453102,2.01548003295595
Urban population growth (annual %),SP.URB.GROW,Brazil,BRA,1.5244645710207,1.46253332118772,1.40403168822088,1.3543651865177,1.31357056360001,1.28360875894277,1.26633162387043,1.2379590138736,1.20981527868807,1.18737043423465,1.16348820828163,1.14037759212483,1.11697812273061,1.08463485344243,1.04568016584537,0.999249503269173
Urban population growth (annual %),SP.URB.GROW,Niger,NER,3.69715794452892,3.71744413669106,3.73190548753688,3.74775883773054,3.78500232710386,3.81949194428495,3.84559941727013,3.8740669056135,3.88265624280715,3.96768243215364,4.05393775545166,4.12417152057875,4.2066283550111,4.27441604824506,4.35275345366869,4.42911381901051
Urban population growth (annual %),SP.URB.GROW,"Congo, Dem. Rep.",COD,4.47584716546223,4.51768543492966,4.56697172319862,4.60070271566578,4.62956932473047,4.64429383729951,4.6560127679144,4.65579838210238,4.64924765227613,4.63939632443684,4.62172770457185,4.60083897033333,4.57293922674832,4.53982719791092,4.49651293700232,4.44830465351081
Urban population growth (annual %),SP.URB.GROW,Syrian Arab Republic,SYR,3.62878462086066,4.40595803661225,4.87920791133231,4.54236233070245,3.24584933635746,1.3911001805343,-3.17439047976379,-4.99310791771185,-6.23515547149304,-6.51177162536131,-2.59807763300348,-1.72919974542012,-0.889833762434267,0.344914737390047,1.9447627913274,3.67672483541112
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,..,..,41.9,..,43.9
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Thailand,THA,..,21.9,20,20.4,17.9,16.4,13.2,12.6,10.9,10.5,7.2,8.6,7.9,9.9,6.2,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,South Africa,ZAF,66.6,..,..,62.1,..,53.2,..,..,..,55.5,..,..,..,..,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,40.8,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,63.9,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Syrian Arab Republic,SYR,..,..,35.2,..,..,..,..,..,..,..,..,..,..,..,..,..
Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,Thailand,THA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,Thailand,THA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Canada,CAN,..,..,..,..,..,0.774103760719299,..,..,..,..,..,..,0.799,0.800089955329895,..,0.797520101070404
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,United States,USA,..,..,..,..,..,0.691508173942566,..,..,..,..,..,..,0.762,0.713683247566223,..,0.701764345169067
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Mexico,MEX,..,..,..,..,..,0.589118778705597,..,..,..,..,..,..,0.607,0.611657083034515,..,0.612949848175049
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Thailand,THA,..,..,..,..,..,0.584985315799713,..,..,..,..,..,..,0.604,0.616861402988434,..,0.609310984611511
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,South Africa,ZAF,..,..,..,..,..,0.425338327884674,..,..,..,..,..,..,0.406,0.422549337148666,..,0.425453394651413
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Brazil,BRA,..,..,..,..,..,0.532952487468719,..,..,..,..,..,..,0.56,0.545723736286163,..,0.551497936248779
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,0.316,0.318029463291168,..,0.31568518280983
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..,0.369,0.364528745412826,..,0.366369277238846
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1.5434,1.5862,1.6589,1.6808,1.668,1.6269,1.61,1.6142,1.587,1.5818,1.563,1.5433,1.4961,1.4988,1.4684,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,United States,USA,2.057,2.108,2.12,2.072,2.002,1.931,1.8945,1.8805,1.8575,1.8625,1.8435,1.8205,1.7655,1.7295,1.705,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Mexico,MEX,2.495,2.456,2.421,2.391,2.364,2.34,2.317,2.294,2.27,2.243,2.215,2.186,2.157,2.129,2.103,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Thailand,THA,1.568,1.56,1.554,1.549,1.545,1.542,1.539,1.538,1.538,1.538,1.538,1.537,1.532,1.525,1.514,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,South Africa,ZAF,2.603,2.607,2.61,2.611,2.608,2.598,2.582,2.561,2.537,2.511,2.484,2.457,2.43,2.405,2.381,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Brazil,BRA,1.976,1.925,1.882,1.847,1.818,1.796,1.781,1.771,1.764,1.758,1.753,1.747,1.739,1.73,1.719,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Niger,NER,7.612,7.592,7.569,7.542,7.511,7.473,7.429,7.376,7.314,7.245,7.169,7.087,7.001,6.913,6.824,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Congo, Dem. Rep.",COD,6.69,6.671,6.649,6.621,6.587,6.544,6.493,6.432,6.363,6.287,6.203,6.112,6.017,5.919,5.819,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Syrian Arab Republic,SYR,3.814,3.762,3.696,3.613,3.514,3.404,3.29,3.181,3.085,3.005,2.94,2.889,2.847,2.808,2.771,..
"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,Canada,CAN,..,..,..,..,..,0.786082327365875,..,..,..,..,..,..,0.808,0.810381829738617,..,0.81040757894516
"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,United States,USA,..,..,..,..,..,0.704651892185211,..,..,..,..,..,..,0.757,0.730934500694275,..,0.720416069030762
"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,Mexico,MEX,..,..,..,..,..,0.604089438915253,..,..,..,..,..,..,0.62,0.627252817153931,..,0.626666724681854
"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,Thailand,THA,..,..,..,..,..,0.613158941268921,..,..,..,..,..,..,0.614,0.636277079582214,..,0.632246077060699
"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,South Africa,ZAF,..,..,..,..,..,0.4383764564991,..,..,..,..,..,..,0.408,0.443053871393204,..,0.445561945438385
"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,0.312,0.31536591053009,..,0.313337087631226
"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..,0.37,0.366041839122772,..,0.367898046970367
"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,Canada,CAN,..,..,..,..,..,0.762514710426331,..,..,..,..,..,..,0.79,0.790175378322601,..,0.785041689872742
"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,United States,USA,..,..,..,..,..,0.678875505924225,..,..,..,..,..,..,0.726,0.697446584701538,..,0.684286594390869
"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,Mexico,MEX,..,..,..,..,..,0.574441850185394,..,..,..,..,..,..,0.595,0.596356928348541,..,0.599544823169708
"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,Thailand,THA,..,..,..,..,..,0.557079195976257,..,..,..,..,..,..,0.591,0.596425116062164,..,0.585540413856506
"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,South Africa,ZAF,..,..,..,..,..,0.417664229869842,..,..,..,..,..,..,0.362,0.402945220470429,..,0.406087726354599
"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,0.317,0.320481210947037,..,0.317888259887695
"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..,0.367,0.363277107477188,..,0.365138560533524
"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Data from database: Health Nutrition and Population Statistics,,,,,,,,,,,,,,,,,,,
Last Updated: 02/16/2022,,,,,,,,,,,,,,,,,,,
